step,t_s,truth_x,truth_y,truth_theta,odom_x,odom_y,odom_theta,err_xy,err_yaw_deg
307,30.7,4.570889,9.278201,-0.346763,4.570889,9.278201,-0.346763,0.0,0.0
308,30.8,4.628042,9.25994,-0.309263,4.628042,9.25994,-0.309263,0.0,0.0
309,30.9,4.68584,9.243834,-0.271763,4.68584,9.243834,-0.271763,0.0,0.0
310,31.0,4.744201,9.229906,-0.234263,4.744201,9.229906,-0.234263,0.0,0.0
311,31.1,4.803043,9.218177,-0.196763,4.803043,9.218177,-0.196763,0.0,0.0
312,31.2,4.862284,9.208661,-0.159263,4.862284,9.208661,-0.159263,0.0,0.0
313,31.3,4.92184,9.201373,-0.121763,4.92184,9.201373,-0.121763,0.0,0.0
314,31.4,4.981627,9.196323,-0.084263,4.981627,9.196323,-0.084263,0.0,0.0
315,31.5,5.041561,9.193519,-0.046763,5.041561,9.193519,-0.046763,0.0,0.0
316,31.6,5.101559,9.192963,-0.009263,5.101559,9.192963,-0.009263,0.0,0.0
317,31.7,5.161535,9.194657,0.028237,5.161535,9.194657,0.028237,0.0,0.0
318,31.8,5.221405,9.198598,0.065737,5.221405,9.198598,0.065737,0.0,0.0
319,31.9,5.281086,9.204781,0.103237,5.281086,9.204781,0.103237,0.0,0.0
320,32.0,5.340493,9.213198,0.140737,5.340493,9.213198,0.140737,0.0,0.0
321,32.1,5.399542,9.223835,0.178237,5.399542,9.223835,0.178237,0.0,0.0
322,32.2,5.458151,9.236679,0.215737,5.458151,9.236679,0.215737,0.0,0.0
323,32.3,5.516238,9.251712,0.253237,5.516238,9.251712,0.253237,0.0,0.0
324,32.4,5.57372,9.268911,0.290737,5.57372,9.268911,0.290737,0.0,0.0
325,32.5,5.630516,9.288254,0.328237,5.630516,9.288254,0.328237,0.0,0.0
326,32.6,5.686548,9.309712,0.365737,5.686548,9.309712,0.365737,0.0,0.0
327,32.7,5.741736,9.333256,0.403237,5.741736,9.333256,0.403237,0.0,0.0
328,32.8,5.796002,9.358852,0.440737,5.796002,9.358852,0.440737,0.0,0.0
329,32.9,5.84927,9.386465,0.478237,5.84927,9.386465,0.478237,0.0,0.0
330,33.0,5.901466,9.416056,0.515737,5.901466,9.416056,0.515737,0.0,0.0
331,33.1,5.952516,9.447582,0.553237,5.952516,9.447582,0.553237,0.0,0.0
332,33.2,6.002348,9.481001,0.590737,6.002348,9.481001,0.590737,0.0,0.0
333,33.3,6.050892,9.516264,0.628237,6.050892,9.516264,0.628237,0.0,0.0
334,33.4,6.098079,9.553322,0.665737,6.098079,9.553322,0.665737,0.0,0.0
335,33.5,6.143845,9.592123,0.703237,6.143845,9.592123,0.703237,0.0,0.0
336,33.6,6.188123,9.632613,0.740737,6.188123,9.632613,0.740737,0.0,0.0
337,33.7,6.230852,9.674735,0.778237,6.230852,9.674735,0.778237,0.0,0.0
338,33.8,6.271972,9.718429,0.815737,6.271972,9.718429,0.815737,0.0,0.0
339,33.9,6.311425,9.763633,0.853237,6.311425,9.763633,0.853237,0.0,0.0
340,34.0,6.349155,9.810285,0.890737,6.349155,9.810285,0.890737,0.0,0.0
341,34.1,6.38511,9.858319,0.928237,6.38511,9.858319,0.928237,0.0,0.0
342,34.2,6.419239,9.907667,0.965737,6.419239,9.907667,0.965737,0.0,0.0
343,34.3,6.451493,9.95826,1.003237,6.451493,9.95826,1.003237,0.0,0.0
344,34.4,6.481828,10.010027,1.040737,6.481828,10.010027,1.040737,0.0,0.0
345,34.5,6.510201,10.062894,1.078237,6.510201,10.062894,1.078237,0.0,0.0
346,34.6,6.536572,10.116789,1.115737,6.536572,10.116789,1.115737,0.0,0.0
347,34.7,6.560904,10.171633,1.153237,6.560904,10.171633,1.153237,0.0,0.0
348,34.8,6.583163,10.227352,1.190737,6.583163,10.227352,1.190737,0.0,0.0
349,34.9,6.603317,10.283866,1.228237,6.603317,10.283866,1.228237,0.0,0.0
350,35.0,6.621338,10.341096,1.265737,6.621338,10.341096,1.265737,0.0,0.0
351,35.1,6.6372,10.398961,1.303237,6.6372,10.398961,1.303237,0.0,0.0
352,35.2,6.650883,10.45738,1.340737,6.650883,10.45738,1.340737,0.0,0.0
353,35.3,6.662365,10.516271,1.378237,6.662365,10.516271,1.378237,0.0,0.0
354,35.4,6.671631,10.575551,1.415737,6.671631,10.575551,1.415737,0.0,0.0
355,35.5,6.678669,10.635137,1.453237,6.678669,10.635137,1.453237,0.0,0.0
356,35.6,6.683467,10.694945,1.490737,6.683467,10.694945,1.490737,0.0,0.0
357,35.7,6.68602,10.75489,1.528237,6.68602,10.75489,1.528237,0.0,0.0
358,35.8,6.686323,10.81489,1.565737,6.686323,10.81489,1.565737,0.0,0.0
359,35.9,6.684377,10.874858,1.603237,6.684377,10.874858,1.603237,0.0,0.0
360,36.0,6.680184,10.934711,1.640737,6.680184,10.934711,1.640737,0.0,0.0
361,36.1,6.67375,10.994365,1.678237,6.67375,10.994365,1.678237,0.0,0.0
362,36.2,6.665084,11.053736,1.715737,6.665084,11.053736,1.715737,0.0,0.0
363,36.3,6.654199,11.112741,1.753237,6.654199,11.112741,1.753237,0.0,0.0
364,36.4,6.641108,11.171295,1.790737,6.641108,11.171295,1.790737,0.0,0.0
365,36.5,6.625832,11.229318,1.828237,6.625832,11.229318,1.828237,0.0,0.0
366,36.6,6.608391,11.286727,1.865737,6.608391,11.286727,1.865737,0.0,0.0
367,36.7,6.58881,11.343442,1.903237,6.58881,11.343442,1.903237,0.0,0.0
368,36.8,6.567116,11.399383,1.940737,6.567116,11.399383,1.940737,0.0,0.0
369,36.9,6.543341,11.454471,1.978237,6.543341,11.454471,1.978237,0.0,0.0
370,37.0,6.517517,11.508629,2.015737,6.517517,11.508629,2.015737,0.0,0.0
371,37.1,6.48968,11.561781,2.053237,6.48968,11.561781,2.053237,0.0,0.0
372,37.2,6.45987,11.613852,2.090737,6.45987,11.613852,2.090737,0.0,0.0
373,37.3,6.428129,11.664769,2.128237,6.428129,11.664769,2.128237,0.0,0.0
374,37.4,6.394502,11.71446,2.165737,6.394502,11.71446,2.165737,0.0,0.0
375,37.5,6.359035,11.762855,2.203237,6.359035,11.762855,2.203237,0.0,0.0
376,37.6,6.321779,11.809887,2.240737,6.321779,11.809887,2.240737,0.0,0.0
377,37.7,6.282785,11.855488,2.278237,6.282785,11.855488,2.278237,0.0,0.0
378,37.8,6.242109,11.899596,2.315737,6.242109,11.899596,2.315737,0.0,0.0
379,37.9,6.199809,11.942148,2.353237,6.199809,11.942148,2.353237,0.0,0.0
380,38.0,6.155942,11.983084,2.390737,6.155942,11.983084,2.390737,0.0,0.0
381,38.1,6.110572,12.022346,2.428237,6.110572,12.022346,2.428237,0.0,0.0
382,38.2,6.063762,12.05988,2.465737,6.063762,12.05988,2.465737,0.0,0.0
383,38.3,6.015577,12.095633,2.503237,6.015577,12.095633,2.503237,0.0,0.0
384,38.4,5.966086,12.129554,2.540737,5.966086,12.129554,2.540737,0.0,0.0
385,38.5,5.915358,12.161595,2.578237,5.915358,12.161595,2.578237,0.0,0.0
386,38.6,5.863464,12.191712,2.615737,5.863464,12.191712,2.615737,0.0,0.0
387,38.7,5.810478,12.219863,2.653237,5.810478,12.219863,2.653237,0.0,0.0
388,38.8,5.756474,12.246007,2.690737,5.756474,12.246007,2.690737,0.0,0.0
389,38.9,5.701527,12.270108,2.728237,5.701527,12.270108,2.728237,0.0,0.0
390,39.0,5.645715,12.292132,2.765737,5.645715,12.292132,2.765737,0.0,0.0
391,39.1,5.589117,12.312049,2.803237,5.589117,12.312049,2.803237,0.0,0.0
392,39.2,5.531812,12.329829,2.840737,5.531812,12.329829,2.840737,0.0,0.0
393,39.3,5.473881,12.345448,2.878237,5.473881,12.345448,2.878237,0.0,0.0
394,39.4,5.415405,12.358885,2.915737,5.415405,12.358885,2.915737,0.0,0.0
395,39.5,5.356466,12.370119,2.953237,5.356466,12.370119,2.953237,0.0,0.0
396,39.6,5.297147,12.379136,2.990737,5.297147,12.379136,2.990737,0.0,0.0
397,39.7,5.237532,12.385923,3.028237,5.237532,12.385923,3.028237,0.0,0.0
398,39.8,5.177705,12.39047,3.065737,5.177705,12.39047,3.065737,0.0,0.0
399,39.9,5.117749,12.392771,3.103237,5.117749,12.392771,3.103237,0.0,0.0
400,40.0,5.057749,12.392822,3.140737,5.057749,12.392822,3.140737,0.0,0.0
401,40.1,4.997789,12.390624,-3.104949,4.997789,12.390624,-3.104949,0.0,0.0
402,40.2,4.937954,12.38618,-3.067449,4.937954,12.38618,-3.067449,0.0,0.0
403,40.3,4.878328,12.379495,-3.029949,4.878328,12.379495,-3.029949,0.0,0.0
404,40.4,4.818994,12.370579,-2.992449,4.818994,12.370579,-2.992449,0.0,0.0
405,40.5,4.760036,12.359446,-2.954949,4.760036,12.359446,-2.954949,0.0,0.0
406,40.6,4.701537,12.346109,-2.917449,4.701537,12.346109,-2.917449,0.0,0.0
407,40.7,4.643579,12.330589,-2.879949,4.643579,12.330589,-2.879949,0.0,0.0
408,40.8,4.586244,12.312907,-2.842449,4.586244,12.312907,-2.842449,0.0,0.0
409,40.9,4.529611,12.293088,-2.804949,4.529611,12.293088,-2.804949,0.0,0.0
410,41.0,4.473762,12.271159,-2.767449,4.473762,12.271159,-2.767449,0.0,0.0
411,41.1,4.418774,12.247152,-2.729949,4.418774,12.247152,-2.729949,0.0,0.0
412,41.2,4.364725,12.221101,-2.692449,4.364725,12.221101,-2.692449,0.0,0.0
413,41.3,4.311691,12.193041,-2.654949,4.311691,12.193041,-2.654949,0.0,0.0
414,41.4,4.259746,12.163013,-2.617449,4.259746,12.163013,-2.617449,0.0,0.0
415,41.5,4.208963,12.131058,-2.579949,4.208963,12.131058,-2.579949,0.0,0.0
416,41.6,4.159414,12.097222,-2.542449,4.159414,12.097222,-2.542449,0.0,0.0
417,41.7,4.111168,12.061552,-2.504949,4.111168,12.061552,-2.504949,0.0,0.0
418,41.8,4.064293,12.024098,-2.467449,4.064293,12.024098,-2.467449,0.0,0.0
419,41.9,4.018856,11.984913,-2.429949,4.018856,11.984913,-2.429949,0.0,0.0
420,42.0,3.97492,11.944052,-2.392449,3.97492,11.944052,-2.392449,0.0,0.0
421,42.1,3.932546,11.901573,-2.354949,3.932546,11.901573,-2.354949,0.0,0.0
422,42.2,3.891795,11.857535,-2.317449,3.891795,11.857535,-2.317449,0.0,0.0
423,42.3,3.852724,11.812,-2.279949,3.852724,11.812,-2.279949,0.0,0.0
424,42.4,3.815387,11.765033,-2.242449,3.815387,11.765033,-2.242449,0.0,0.0
425,42.5,3.779837,11.716698,-2.204949,3.779837,11.716698,-2.204949,0.0,0.0
426,42.6,3.746124,11.667065,-2.167449,3.746124,11.667065,-2.167449,0.0,0.0
427,42.7,3.714296,11.616203,-2.129949,3.714296,11.616203,-2.129949,0.0,0.0
428,42.8,3.684398,11.564183,-2.092449,3.684398,11.564183,-2.092449,0.0,0.0
429,42.9,3.65647,11.511079,-2.054949,3.65647,11.511079,-2.054949,0.0,0.0
430,43.0,3.630553,11.456965,-2.017449,3.630553,11.456965,-2.017449,0.0,0.0
431,43.1,3.606683,11.401917,-1.979949,3.606683,11.401917,-1.979949,0.0,0.0
432,43.2,3.584894,11.346014,-1.942449,3.584894,11.346014,-1.942449,0.0,0.0
433,43.3,3.565216,11.289332,-1.904949,3.565216,11.289332,-1.904949,0.0,0.0
434,43.4,3.547677,11.231953,-1.867449,3.547677,11.231953,-1.867449,0.0,0.0
435,43.5,3.532301,11.173957,-1.829949,3.532301,11.173957,-1.829949,0.0,0.0
436,43.6,3.51911,11.115424,-1.792449,3.51911,11.115424,-1.792449,0.0,0.0
437,43.7,3.508124,11.056439,-1.754949,3.508124,11.056439,-1.754949,0.0,0.0
438,43.8,3.499356,10.997083,-1.717449,3.499356,10.997083,-1.717449,0.0,0.0
439,43.9,3.49282,10.93744,-1.679949,3.49282,10.93744,-1.679949,0.0,0.0
440,44.0,3.488524,10.877594,-1.642449,3.488524,10.877594,-1.642449,0.0,0.0
441,44.1,3.486476,10.817629,-1.604949,3.486476,10.817629,-1.604949,0.0,0.0
442,44.2,3.486676,10.757629,-1.567449,3.486676,10.757629,-1.567449,0.0,0.0
443,44.3,3.489127,10.697679,-1.529949,3.489127,10.697679,-1.529949,0.0,0.0
444,44.4,3.493823,10.637863,-1.492449,3.493823,10.637863,-1.492449,0.0,0.0
445,44.5,3.500758,10.578266,-1.454949,3.500758,10.578266,-1.454949,0.0,0.0
446,44.6,3.509923,10.51897,-1.417449,3.509923,10.51897,-1.417449,0.0,0.0
447,44.7,3.521304,10.460059,-1.379949,3.521304,10.460059,-1.379949,0.0,0.0
448,44.8,3.534886,10.401617,-1.342449,3.534886,10.401617,-1.342449,0.0,0.0
449,44.9,3.55065,10.343724,-1.304949,3.55065,10.343724,-1.304949,0.0,0.0
450,45.0,3.568573,10.286464,-1.267449,3.568573,10.286464,-1.267449,0.0,0.0
451,45.1,3.58863,10.229916,-1.229949,3.58863,10.229916,-1.229949,0.0,0.0
452,45.2,3.610793,10.174159,-1.192449,3.610793,10.174159,-1.192449,0.0,0.0
453,45.3,3.635031,10.119273,-1.154949,3.635031,10.119273,-1.154949,0.0,0.0
454,45.4,3.66131,10.065333,-1.117449,3.66131,10.065333,-1.117449,0.0,0.0
455,45.5,3.689592,10.012417,-1.079949,3.689592,10.012417,-1.079949,0.0,0.0
456,45.6,3.719839,9.960599,-1.042449,3.719839,9.960599,-1.042449,0.0,0.0
457,45.7,3.752007,9.909951,-1.004949,3.752007,9.909951,-1.004949,0.0,0.0
458,45.8,3.786051,9.860544,-0.967449,3.786051,9.860544,-0.967449,0.0,0.0
459,45.9,3.821923,9.812449,-0.929949,3.821923,9.812449,-0.929949,0.0,0.0
460,46.0,3.859574,9.765732,-0.892449,3.859574,9.765732,-0.892449,0.0,0.0
461,46.1,3.898949,9.72046,-0.854949,3.898949,9.72046,-0.854949,0.0,0.0
462,46.2,3.939994,9.676696,-0.817449,3.939994,9.676696,-0.817449,0.0,0.0
463,46.3,3.982651,9.634501,-0.779949,3.982651,9.634501,-0.779949,0.0,0.0
464,46.4,4.02686,9.593936,-0.742449,4.02686,9.593936,-0.742449,0.0,0.0
465,46.5,4.072559,9.555056,-0.704949,4.072559,9.555056,-0.704949,0.0,0.0
466,46.6,4.119683,9.517917,-0.667449,4.119683,9.517917,-0.667449,0.0,0.0
467,46.7,4.168166,9.482571,-0.629949,4.168166,9.482571,-0.629949,0.0,0.0
468,46.8,4.217941,9.449067,-0.592449,4.217941,9.449067,-0.592449,0.0,0.0
469,46.9,4.268937,9.417453,-0.554949,4.268937,9.417453,-0.554949,0.0,0.0
470,47.0,4.321082,9.387773,-0.517449,4.321082,9.387773,-0.517449,0.0,0.0
471,47.1,4.374303,9.360069,-0.479949,4.374303,9.360069,-0.479949,0.0,0.0
472,47.2,4.428525,9.33438,-0.442449,4.428525,9.33438,-0.442449,0.0,0.0
473,47.3,4.483672,9.310742,-0.404949,4.483672,9.310742,-0.404949,0.0,0.0
474,47.4,4.539667,9.289188,-0.367449,4.539667,9.289188,-0.367449,0.0,0.0
475,47.5,4.596431,9.269748,-0.329949,4.596431,9.269748,-0.329949,0.0,0.0
476,47.6,4.653883,9.25245,-0.292449,4.653883,9.25245,-0.292449,0.0,0.0
477,47.7,4.711944,9.237318,-0.254949,4.711944,9.237318,-0.254949,0.0,0.0
478,47.8,4.770531,9.224374,-0.217449,4.770531,9.224374,-0.217449,0.0,0.0
479,47.9,4.829562,9.213635,-0.179949,4.829562,9.213635,-0.179949,0.0,0.0
480,48.0,4.888954,9.205117,-0.142449,4.888954,9.205117,-0.142449,0.0,0.0
481,48.1,4.948624,9.198832,-0.104949,4.948624,9.198832,-0.104949,0.0,0.0
482,48.2,5.008488,9.194788,-0.067449,5.008488,9.194788,-0.067449,0.0,0.0
483,48.3,5.068461,9.192991,-0.029949,5.068461,9.192991,-0.029949,0.0,0.0
484,48.4,5.128459,9.193444,0.007551,5.128459,9.193444,0.007551,0.0,0.0
485,48.5,5.188398,9.196146,0.045051,5.188398,9.196146,0.045051,0.0,0.0
486,48.6,5.248194,9.201094,0.082551,5.248194,9.201094,0.082551,0.0,0.0
487,48.7,5.307762,9.20828,0.120051,5.307762,9.20828,0.120051,0.0,0.0
488,48.8,5.367019,9.217694,0.157551,5.367019,9.217694,0.157551,0.0,0.0
489,48.9,5.425881,9.229323,0.195051,5.425881,9.229323,0.195051,0.0,0.0
490,49.0,5.484266,9.24315,0.232551,5.484266,9.24315,0.232551,0.0,0.0
491,49.1,5.542092,9.259157,0.270051,5.542092,9.259157,0.270051,0.0,0.0
492,49.2,5.599276,9.277321,0.307551,5.599276,9.277321,0.307551,0.0,0.0
493,49.3,5.65574,9.297615,0.345051,5.65574,9.297615,0.345051,0.0,0.0
494,49.4,5.711403,9.320013,0.382551,5.711403,9.320013,0.382551,0.0,0.0
495,49.5,5.766187,9.344481,0.420051,5.766187,9.344481,0.420051,0.0,0.0
496,49.6,5.820015,9.370986,0.457551,5.820015,9.370986,0.457551,0.0,0.0
497,49.7,5.872812,9.399491,0.495051,5.872812,9.399491,0.495051,0.0,0.0
498,49.8,5.924503,9.429955,0.532551,5.924503,9.429955,0.532551,0.0,0.0
499,49.9,5.975015,9.462335,0.570051,5.975015,9.462335,0.570051,0.0,0.0
500,50.0,6.024278,9.496587,0.607551,6.024278,9.496587,0.607551,0.0,0.0
